artists,track_name,popularity,profile,pca_1,pca_2
Intoxicados,Una señal,39,Bailable y positivo,-0.4332,0.7261
Lana Del Rey,"Season Of The Witch - From The Motion Picture ""Scary Stories To Tell In The Dark""",4,Acústico y calmado,-1.6163,1.7944
Mc Davi;MC Leozinho ZS;DJ BOY,As Mina é Pra Frente,42,Bailable y positivo,0.5537,1.0957
Faithless;Rollo Armstrong;Sister Bliss,Flowerstand Man,19,Acústico y calmado,-1.0452,0.0458
DVBBS;24kGoldn;blackbear,Tinted Eyes (feat. blackbear & 24kGoldn),60,Bailable y positivo,1.1273,0.0123
meynus,don't stay awake for too long,45,Bailable y positivo,-0.6892,1.1188
Leidy Murilho,Filho - Acústico,34,Bailable y positivo,-0.3897,1.5231
Sam Smith,Have Yourself A Merry Little Christmas,2,Acústico y calmado,-2.1378,0.8194
Laura Story,Till I Met You,35,Acústico y calmado,-1.1327,0.0914
Theo Parrish;Marcellus Pittman,Evidence Of The Fifth Green Foot - Long,12,Intenso y oscuro,-0.5173,0.0673
Johannes Brahms;Karin Lechner,"Four Pieces For Piano, Op. 119: II. Intermezzo in E Minor",0,Acústico y calmado,-4.3219,-0.1141
Brett Eldredge,Wanna Be That Song,0,Intenso y oscuro,0.1311,-0.2522
Royal Blood,Typhoons,58,Bailable y positivo,1.094,-0.2898
Florence + The Machine,Seven Devils,2,Intenso y oscuro,-0.1075,-1.0163
Soulfly,Soulfly XI,41,Acústico y calmado,-2.0397,-0.1404
SHY FX;T. Power;Top Cat,Everyday,26,Directo y hablado,2.3423,-0.5132
Gojira,Magma,49,Intenso y oscuro,0.1623,-1.3233
Vic Vem;Parham,Passagerare,23,Bailable y positivo,0.9188,-0.1924
demxntia,tonight,71,Intenso y oscuro,-0.1265,0.1319
Cody;Heart;Mr. Primm;Scatter,We've Got the Plan,14,Directo y hablado,2.4724,-0.0267
Charli XCX,Used to Know Me,5,Bailable y positivo,1.8024,0.6905
Groundation;Harrison Stafford,Congress Man,27,Bailable y positivo,1.7967,1.5234
Sinsinati;Álvaro De Luna,Indios y Vaqueros,60,Bailable y positivo,1.6782,0.0595
Andrew Lloyd Webber;Michael Crawford;Sarah Brightman;Steve Barton,The Mirror (Angel Of Music),21,Acústico y calmado,-2.5686,-0.3151
W&W,How Many,49,Intenso y oscuro,0.6727,-0.867
Eason Chan,"陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",43,Bailable y positivo,-0.3953,0.8148
Matt Large,Conant Gardens,36,Bailable y positivo,0.2016,0.1646
The Script,The Man Who Can't Be Moved,75,Intenso y oscuro,-0.3113,0.4308
Off With Their Heads,Come Find Me,23,Intenso y oscuro,1.0159,-1.4029
Orbital;Kareful,Tiny Foldable Cities (Kareful Remix) - Bonus Track,13,Intenso y oscuro,-0.2412,-0.5481
Friction;Indiana,Fall Away,19,Intenso y oscuro,0.0698,-1.4195
Vybz Kartel,Rifle Shot,19,Directo y hablado,1.6966,0.6671
Epica,The Price of Freedom - Interlude,21,Directo y hablado,-1.6575,-2.2357
Armin van Buuren;Jorn Van Deynhoven,Lost In Space,51,Intenso y oscuro,0.4123,-1.2438
The Acacia Strain,Baby Buster,21,Intenso y oscuro,0.1085,-2.2558
Imaginasamba;Jojo Maronttinni,Pega pega (Participação especial de Jojo Maronttinni) - Ao vivo,50,Directo y hablado,0.4712,-0.7675
Die Draufgänger,Aber dich gibt's nur einmal für mich,26,Bailable y positivo,1.1455,0.53
Dream Theater,Pull Me Under,62,Intenso y oscuro,0.7459,-0.971
Eric Land;Marcynho Sensação,Mete o Pix,46,Bailable y positivo,1.8897,0.9685
Marcos Antônio,O Galileu,39,Bailable y positivo,-0.103,0.8086
Idlefon,Where Voices Vanish,0,Intenso y oscuro,-0.6885,-0.4682
Los Piojos,Agua,46,Intenso y oscuro,0.1654,-0.4585
Onze:20,Não Vai Voltar,53,Bailable y positivo,0.827,1.5801
Halestorm,Bad Romance,65,Bailable y positivo,1.6084,-0.6597
Sushant KC,Sathi,48,Acústico y calmado,-1.8005,1.0843
David Puentez,Don‘t Let Our Love Die,63,Intenso y oscuro,0.3883,0.0049
Antichrist Siege Machine,Defiled in Iniquity,17,Intenso y oscuro,-1.0488,-3.5339
Elov & Beny,Hal som en tvål (Akustisk Live),38,Bailable y positivo,1.5974,0.5636
Mike Perry;Casso,Inside the Lines,49,Intenso y oscuro,0.6149,-0.207
Dean Martin,"Baby, It's Cold Outside - Remastered 2004",0,Acústico y calmado,-1.3674,1.4663
Maisie Peters;Cavetown,Sad Girl Summer,0,Intenso y oscuro,0.2461,0.065
The Wombats,Backfire at the Disco,0,Intenso y oscuro,0.7413,-0.4464
Nikolay Kopylov,Каватина Фигаро Из Оперы ''севильский Цирюльник',0,Acústico y calmado,-1.7687,0.5896
Jify,God is Good - Sunday School Song,25,Bailable y positivo,0.3894,1.3653
Julianno Sosa;Harry Nach,VETE,47,Bailable y positivo,0.4431,1.2125
Rob Rokicki;Jonathan Raviv;The Lightning Thief Company,The Campfire Song,50,Acústico y calmado,-0.9182,0.3889
for KING & COUNTRY;Jordin Sparks,Love Me Like I Am (with Jordin Sparks),55,Intenso y oscuro,0.0672,-0.1532
Najim Arshad;Sangeetha Sreekanth,Arikil,55,Acústico y calmado,-1.0582,1.0637
Luisito Ayala Y La Puerto Rican Power,A Donde Iras,32,Bailable y positivo,1.3785,1.5193
Joe Smooth,I'll Be There,14,Bailable y positivo,1.8301,1.1252
Lori Mechem,Corcovado - Instrumental Version,0,Acústico y calmado,-2.6583,0.8484
Deep Purple,Black Night - 1995 Remaster,56,Bailable y positivo,1.1023,-0.1021
FLOW,Sign -NARUTO Opening Mix-,48,Bailable y positivo,1.1415,-0.4273
Vika Tsyganova;Ярослав Сумишевский;Mikhail Krug;Igor Slutskiy,Золотые купола - Авторская версия,10,Intenso y oscuro,-0.0108,-0.3594
BRVMES,Rêve,38,Intenso y oscuro,-0.7708,-0.3557
Blue Highway,Riding The Danville Pike,27,Bailable y positivo,0.8751,-0.2617
Carolee Carmello,My Most Beautiful Day,25,Acústico y calmado,-2.6947,0.2367
Surf Curse,TVI,0,Intenso y oscuro,0.8097,-0.9326
Leon Lai,Oh!夜,22,Bailable y positivo,0.6883,0.8758
Adolescent's Orquesta,Comencemos Hoy,31,Bailable y positivo,0.7542,2.2477
Pritam;Arijit Singh,Aabaad Barbaad,62,Bailable y positivo,-0.122,0.8115
Belinda Carlisle,"Leave a Light On (7"" Version)",25,Intenso y oscuro,0.9826,-0.3331
Robert Haig Coxon,From the Heart,22,Acústico y calmado,-4.4083,-0.4553
Pantera,10's,51,Intenso y oscuro,-0.166,-1.4721
Michel Legrand,Générique - From Le Gentleman d'Epsom 1962,0,Acústico y calmado,-0.5251,0.1077
Nicola Conte;Stefania Dipierro,Maracatu Atômico,19,Bailable y positivo,0.1951,0.5314
Jaylon Ashaun,Strawberries and Wine,54,Bailable y positivo,0.0174,0.9154
Exaltasamba,Jeitinho Manhoso / Sincera - Live,43,Directo y hablado,0.7924,-0.3234
Akalé Wubé,Mata,44,Bailable y positivo,-0.6836,0.6051
Couple Skate,Belly Full of Toes,13,Intenso y oscuro,-0.4257,-1.6966
King 810,Midwest Monsters,29,Intenso y oscuro,0.7477,-1.7533
Micha von der Rampe,Partyanimal,64,Bailable y positivo,1.578,1.0304
The Afters,Moments Like This,56,Intenso y oscuro,0.7878,-0.3307
AMAN,Akela Hoon,55,Acústico y calmado,-2.6322,1.0368
Jorge Drexler,Camino a La Paloma,25,Bailable y positivo,-0.3248,2.4263
Red Hot Chili Peppers,Tippa My Tongue,68,Bailable y positivo,1.6108,0.1911
Kochetkovv,When Have I Fallen,54,Acústico y calmado,-2.7019,1.1662
Thell Barrio,La Nueva Era,30,Intenso y oscuro,0.1747,-1.9297
Los Fabulosos Cadillacs,Porque Yo Te Amo - Versión Remasterizada 2008,42,Acústico y calmado,-1.2543,0.0683
Leon Bridges,Beyond,73,Intenso y oscuro,-0.0314,-0.295
Fresno,Revanche,36,Intenso y oscuro,1.1136,-1.6186
Choking Victim,In Hell,32,Intenso y oscuro,0.1079,-2.0683
Musica para Acostarse,Profunda Relajacion del Ser,23,Acústico y calmado,-4.0608,-0.5251
George Frideric Handel;John Alldis Choir;London Philharmonic Orchestra;Karl Richter,"Messiah, HWV 56 / Pt. 2: No. 42 ""Hallelujah""",0,Acústico y calmado,-2.1209,0.3249
CID;WILL K,OoooH,55,Bailable y positivo,1.3817,0.0696
Orlando Voorn;DJ Abraxas,I Believe - Bring in the New Age Children Fall-Out for the Beat,5,Bailable y positivo,1.41,0.414
The Beatles,I Want You (She's So Heavy) - Remastered 2009,61,Intenso y oscuro,-0.51,-0.4705
The Temptations,Let It Snow,0,Intenso y oscuro,-0.804,-0.0092
The Gathering,Black is Magnified,28,Intenso y oscuro,-0.154,-0.7357
Indochine,Hors-la-loi,22,Bailable y positivo,1.7926,1.2115
Alkaline;Black Shadow,Gladdest Night,21,Intenso y oscuro,0.9073,-0.6085
Ozuna,Mañana,73,Bailable y positivo,1.1603,1.6025
Tristan;Raja Ram;Laughing Buddha,Beautiful Garden - Laughing Buddha Remix,33,Intenso y oscuro,0.2369,-1.2057
Barilari,El Show Debe Continuar,23,Intenso y oscuro,-0.0496,-0.8268
Bethel Music;Sydney Allen,Honesty,47,Acústico y calmado,-2.1042,0.8429
Osho Jain,Khud Se,47,Acústico y calmado,-1.5197,2.1602
Frankie Valli,Grease - 2007 Remaster,64,Bailable y positivo,1.1601,1.91
As I Lay Dying,Through Struggle,54,Intenso y oscuro,0.671,-1.7789
Surfaces,Sunday Best,0,Bailable y positivo,1.2196,1.699
Luis Mosqueda y los Roller's,Página de Amigos,42,Bailable y positivo,1.2086,1.2504
音樂磁場,無人熟識,22,Bailable y positivo,-0.1138,1.2814
Joaquín Rodrigo;Miloš Karadaglić;London Philharmonic Orchestra;Yannick Nézet-Séguin,Concierto de Aranjuez for Guitar and Orchestra: 1. Allegro con spirito,0,Acústico y calmado,-3.2022,0.7407
Lata Mangeshkar;Kumar Sanu,Tujhe Dekha To,57,Bailable y positivo,-0.185,1.2627
CHVRCHES,Clearest Blue,49,Intenso y oscuro,0.5186,-0.4296
Grasshopper,夜了,20,Bailable y positivo,0.563,1.0088
Hans Zimmer,Main Theme [Rain Man] - Edit,27,Acústico y calmado,-2.6179,-1.4171
BRAZA,Qual É o Rosto de Deus?,47,Bailable y positivo,0.8612,1.3192
Stevie Wonder,One Little Christmas Tree,0,Acústico y calmado,-0.9086,0.9206
Kathleen Madigan,Naming Your Kids,24,Directo y hablado,0.8265,-1.6852
Lauriete,João Viu,41,Intenso y oscuro,0.7139,-0.2913
The Slingers,Happy Birthday To Me,32,Intenso y oscuro,-0.0048,-0.095
Diljit Dosanjh,Nazarey,41,Bailable y positivo,1.5112,-0.0066
Snoop Dogg;Surjeet Singh;Akshay Kumar;Kuldeep Ral;Manjeet Ral;RDB,Singh Is Kinng - Title Song,39,Bailable y positivo,2.1563,1.3333
Julio Sosa,Justo El 31,19,Acústico y calmado,-0.8183,1.7586
Raimundos,Puteiro Em João Pessoa - Ao Vivo | Acústico,35,Directo y hablado,1.441,-1.8942
Slaughter to Prevail,Demolisher,52,Intenso y oscuro,0.3967,-3.0232
Maranatha! Kids,Jalan Serta Yesus,28,Bailable y positivo,1.4428,1.8889
Greta Van Fleet,You're The One,63,Bailable y positivo,1.118,-0.4629
Toini & The Tomcats,Like This,29,Bailable y positivo,1.8269,0.5832
Frankie Knuckles;Director's Cut;Eric Kupper;Sybil,Let Yourself Go - A Director's Cut Master,10,Bailable y positivo,0.9232,-0.5293
Hank Williams,I'm So Lonesome I Could Cry - Single Version,31,Acústico y calmado,-1.083,2.2605
Physika,Your Soul Is Mine,19,Intenso y oscuro,0.6338,-1.0161
Ichika Nito,Blossom,41,Acústico y calmado,-1.5384,0.3223
Glee Cast,Forever Young (Glee Cast Version),15,Acústico y calmado,-1.7467,1.2889
Jax,Victoria's Secret,0,Bailable y positivo,0.4745,0.3572
Portishead,Numb,54,Intenso y oscuro,-0.9127,-0.6211
Ivan & Alyosha,The Worth Of The Wait,55,Acústico y calmado,-0.9484,0.0995
Orgone;Cyril Neville,I Sold My Heart to the Junkman,20,Bailable y positivo,1.1234,0.4157
Plain White T's,Hey There Delilah,80,Acústico y calmado,-1.5192,1.5266
LIK,Flesh Frenzy,20,Intenso y oscuro,0.5736,-2.3557
Faime,Closure,43,Acústico y calmado,-1.0577,1.4579
Turma do Pagode;Sorriso Maroto,Tá Louco Héin (feat. Sorriso Maroto) - Ao Vivo,46,Directo y hablado,1.2855,-0.5093
"Steve ""Silk"" Hurley;M. Doc",Work It Out (feat. M. Doc),8,Bailable y positivo,1.8987,1.1453
Crumb,Bones,56,Intenso y oscuro,-0.1765,-1.1445
Sarah Kang,once in a moon,55,Acústico y calmado,-1.9524,0.2954
Ceephax Acid Crew,Voyage of Excellox,15,Intenso y oscuro,-0.9661,-1.3576
Melorman,Kalimeer,12,Acústico y calmado,-1.9409,0.3621
Pink Floyd,High Hopes,57,Intenso y oscuro,-0.7086,-0.4545
Mariah Angeliq,Perreito,0,Bailable y positivo,0.6169,0.7137
Rude Convict;Spectre,Last MF,22,Directo y hablado,1.587,-1.6978
Kate Baldwin;Norbert Leo Butz,Daffodils,30,Acústico y calmado,-2.4544,0.4112
Hiroaki Tsutsumi;桶狭間ありさ,呪術廻戦,33,Intenso y oscuro,-0.891,-2.1002
George Bruns,Cat's Love Theme,21,Acústico y calmado,-4.2449,-0.2138
Kygo;Dean Lewis,Never Really Loved Me (with Dean Lewis),73,Intenso y oscuro,-0.1618,0.0218
Samuel Kim,Call of Silence x Zero Eclipse,44,Intenso y oscuro,-0.3944,-0.0941
Antigama,Unclear Conversions,11,Intenso y oscuro,-0.3107,-2.7264
Sathyaprakash;VM Mahalingam;Nakul Abhyankar,Chola Chola,73,Bailable y positivo,0.9953,0.6446
VNV Nation,Joy,27,Intenso y oscuro,0.6482,-0.781
Sexteto Mayor,Taconeando,20,Acústico y calmado,-2.1752,0.3511
Daniel Deluxe,Star Eater,51,Acústico y calmado,-1.8876,-0.3145
Joel Carlo,Único Plano / Você Não Me Ensinou a Te Esquecer (Buteco a Luz de Velas) - Ao Vivo,47,Directo y hablado,0.3849,-0.3737
Model 500;Echospace,Starlight - (Echospace Dub) [Mixed],12,Intenso y oscuro,0.4343,-0.7546
The Poets Of Rhythm,The Plan,18,Bailable y positivo,2.1174,0.8301
Ian Munsick;Ryan Charles,Cowboy Killer,0,Bailable y positivo,1.6239,0.9079
Yuki Hayashi,上,50,Intenso y oscuro,-0.2821,-2.3201
K. S. Harisankar,Mukthi,25,Intenso y oscuro,0.5334,-0.1289
Michael W. Smith,Ancient Words,41,Directo y hablado,-2.0682,-1.5629
ノースリーブス,君しか,23,Bailable y positivo,1.6996,-0.7188
Nobukazu Takemura,Bell Buoy,10,Intenso y oscuro,-0.9616,-0.6525
Banda Real,A Ti,28,Bailable y positivo,1.7765,1.3524
Vladimir Troshin,"14 минут до старта - Я верю, друзья",29,Acústico y calmado,-0.5857,0.6571
Wes Montgomery,A Day In The Life,55,Acústico y calmado,-1.581,0.5909
Dominique Marais,Ellipses,59,Acústico y calmado,-4.0505,0.1775
Aimyon,Naked Heart,47,Acústico y calmado,-0.8588,0.7857
Caju Pra Baixo,Samba de Roda da Bahia - Ao Vivo,38,Directo y hablado,0.9764,-1.4699
Fabiana Sinfrônio,Deus Está Fazendo,45,Acústico y calmado,-0.9316,0.7457
Brett Eldredge,Holy Water,0,Acústico y calmado,-1.0386,0.2736
Boney M.,Ríos de Babylonia,39,Bailable y positivo,1.8631,0.5603
Simple Plan;Sean Paul,Summer Paradise (feat. Sean Paul) - Single Version,56,Bailable y positivo,1.0449,-0.1142
KAROL G,SEJODIOTO,2,Bailable y positivo,1.5489,1.0839
Jobii,Gravy,23,Acústico y calmado,-1.7984,0.5164
Supertramp,The Logical Song,56,Bailable y positivo,0.3778,1.1578
Harold van Lennep,Liberation,61,Intenso y oscuro,-0.6598,-0.0002
Barbara Higbie,The Simple Birth,20,Acústico y calmado,-1.9608,1.7554
Hugo TSR,Intact,34,Bailable y positivo,1.5723,0.6032
Babyboomboom,"One, Two, Three, Four, Five (Un, Deux, Trois, Quatre, Cinq)",27,Bailable y positivo,1.3252,1.9192
MR TOUT LE MONDE,Searching,53,Intenso y oscuro,-0.4121,-1.7214
Los Baby's,Sabotaje,37,Bailable y positivo,0.1102,1.3688
Helen Sjöholm,Koppången,0,Acústico y calmado,-2.6911,0.1708
(Hed) P.E.,Game Over,26,Bailable y positivo,1.8029,-0.417
Gustavo Santaolalla;Otnicka,DUALQ,36,Intenso y oscuro,-1.3495,-1.2138
Shiloh Dynasty;Shiloh Beat,my girl,55,Acústico y calmado,-2.2746,-0.064
Jairo Bonfim,Mestre,39,Acústico y calmado,-1.0157,0.0148
Pritam;Hesham Abdul Wahab;Sid Sriram,Kunkumamaake,35,Acústico y calmado,-0.9163,0.8647
Maluma,Hawái,77,Bailable y positivo,1.5494,0.5222
Embody;Marco Foster;Bailey,Be Cool,49,Bailable y positivo,1.3319,0.7889
frad,The Girl I Have a Crush On,56,Acústico y calmado,-1.5245,0.115
Teoman,Hayalperest,42,Intenso y oscuro,0.2801,-0.762
Tanja Lasch,Wenn er wüsste,31,Bailable y positivo,1.3054,0.5042
Della Mae,Dry Town,20,Bailable y positivo,0.63,1.1131
Marshmello;Demi Lovato;Lost Stories,OK Not To Be OK - Lost Stories Remix,47,Bailable y positivo,0.3902,0.7432
Ricky Rich;Dardan;DJ Gimi-O,Habibi - Albanian Remix,76,Directo y hablado,0.5484,-1.7033
Otis Redding,(Sittin' On) the Dock of the Bay,76,Bailable y positivo,-0.4794,1.9915
Hillsong Worship;Brooke Ligertwood,King Of Kings - Studio,52,Intenso y oscuro,-0.6302,-0.22
Sleepy Times,"Thunderstorm for Relaxing Sleep, Pt. 2",32,Directo y hablado,-2.0078,-3.4946
Armin van Buuren;AVIRA;Chicane,Offshore,0,Intenso y oscuro,-0.0147,-1.3973
Ricardo Montaner;Alejo Alvarez;Dandara Guinares;Elias Manuel Pardal;Emanuel Maximiliano Cerrudo;Julia Ferrón;Leonardo Jurado;Naiquen Galizio,Quisiera - En Directo En La Voz / 2022,0,Directo y hablado,-0.1936,-1.3455
Hillsong Worship,God Is Able,56,Directo y hablado,0.1221,-1.9144
The Baseballs,California Gurls,26,Bailable y positivo,0.1826,1.0676
Yiruma,Far Away,47,Acústico y calmado,-3.8483,0.6164
Porya Hatami,Field,14,Acústico y calmado,-4.381,-0.5178
The Stooges,I Wanna Be Your Dog,59,Intenso y oscuro,0.3122,-1.7811
Ice Nine Kills,"Me, Myself And Hyde - Live in Worcester, MA / November 2019",25,Directo y hablado,0.645,-3.7242
George Jones;Tammy Wynette,Near You,12,Acústico y calmado,-1.4159,1.3222
Lil Peep;Cold Hart,big city blues,67,Intenso y oscuro,0.3422,-0.4011
Bert Kreischer,Asians in an Airport,28,Directo y hablado,0.8207,-1.8032
Lazy Leopard,Savanna Walk,19,Bailable y positivo,-0.0052,1.1583
Joris Voorn;Underworld,Too Little Too Late (feat. Underworld),9,Intenso y oscuro,0.1101,-0.4189
Ten City,Deep Kiss,8,Bailable y positivo,1.2343,0.7931
Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,Cantata BWV 208 (Arr. William Walton): Sheep May Safely Graze,0,Acústico y calmado,-4.1106,-0.7117
Propellerheads;Shirley Bassey,History Repeating - Ankle Length Mix,15,Bailable y positivo,1.3603,-0.0676
M83,I Need You,57,Intenso y oscuro,-1.2347,-1.6316
Gerson Rufino,Reconstrução,46,Bailable y positivo,1.236,1.0971
Transmetal,Vacío Abismal,24,Intenso y oscuro,-0.0385,-1.7676
Veronica Maggio,Heaven med dig,1,Bailable y positivo,-0.0784,0.7077
Anthony Wong,春光乍洩,33,Bailable y positivo,0.1364,1.5573
Inspector,Brindo Por Ti,42,Directo y hablado,2.052,-1.0436
Mayday,突然好想你,59,Intenso y oscuro,-0.4514,0.0141
Raimundos,Palhas do coqueiro,37,Directo y hablado,1.0906,-2.9579
Sirkazhi Govindarajan,Ganapathiye Varuvaai Revival,38,Bailable y positivo,0.5286,0.4029
Steve Aoki;Alan Walker;ISÁK,Are You Lonely,58,Intenso y oscuro,0.2109,-0.7564
Spotlight Musicals;Sabrina Weckerlin;Dennis Martin,Einsames Gewand,28,Acústico y calmado,-2.0255,1.071
Darius & Finlay,Do It All Night (Michael Mind Remix) [feat. Nicco],28,Bailable y positivo,1.7941,0.1507
Orquesta Color Tango De Roberto Alvarez,Tu pálida voz,21,Acústico y calmado,-1.0874,0.6341
Dark Tranquillity,Atoma,51,Intenso y oscuro,0.1498,-1.8387
Banda Magníficos,Verdadeiro Amor - Ao Vivo,51,Intenso y oscuro,1.1135,-0.9403
EXE ROHIT;Kaif Imam,Tujhe Bhula Diya - Lofi,42,Acústico y calmado,-1.1706,0.3437
Beside,Membunuh Atau Terbunuh,24,Intenso y oscuro,1.1979,-1.5631
Quench;Nicholson,Dreams (Mix Cut) - Nicholson’s Cathedral Remix,8,Intenso y oscuro,0.2906,-2.031
Inquisition,Magnificent Glorification of Lucifer,17,Intenso y oscuro,-0.9508,-2.4544
Nirvana,Come As You Are,79,Intenso y oscuro,0.8673,-0.2574
Parijat,Hearts Awakening,51,Acústico y calmado,-3.5061,0.5687
Last Call,Ta mig hem till Skåne,35,Bailable y positivo,0.3865,2.5828
Baby Lullaby,Warm Blanket - Music Box,0,Acústico y calmado,-3.1059,0.5229
David Calzado y su Charanga Habanera;Marvin Freddy;Kayanco,La Entrevista (with Marvin Freddy y Kayanco),27,Bailable y positivo,2.2219,-0.0446
Totální nasazení,Pravidla Českýho Punku,36,Bailable y positivo,1.7101,-0.0527
Ray Barretto,El Negro Y Ray,27,Bailable y positivo,-0.6403,1.359
Trio Ayacucho,Adiós Pueblo De Ayacucho,38,Bailable y positivo,0.2408,1.9515
BAND-MAID,スリル,26,Bailable y positivo,1.6538,-0.2496
Debbie Doo,Balance on One Foot,23,Bailable y positivo,1.5594,0.9643
Capitan Folk,Będę Cię Kochał,30,Bailable y positivo,2.1257,0.5896
Glee Cast,Jingle Bell Rock,48,Bailable y positivo,1.2737,0.8962
Grupo Presença;Gaab;MC Hariel,Tem Café - Ao Vivo,45,Bailable y positivo,1.1175,0.7673
Big Boy,Break,29,Intenso y oscuro,0.2398,-0.5994
My Hair is Bad,こっちみてきいて,34,Intenso y oscuro,1.0243,-0.1878
Kinderen voor Kinderen,Kinderen voor Kinderen Tune,30,Intenso y oscuro,0.4595,-0.2703
NX Zero,Hoje O Céu Abriu,46,Bailable y positivo,1.157,-0.07
Gareth Emery,way to you,48,Intenso y oscuro,-0.0193,0.2895
Pete Bernhard,Warning,13,Bailable y positivo,-0.0287,0.6039
Biquini Cavadão,Vou Te Levar Comigo - Ao Vivo,35,Intenso y oscuro,1.063,-1.2788
Jonas Lundqvist,Slicka dina läppar,30,Directo y hablado,0.0632,-0.7874
Inspector,Sin Mirar Atrás,37,Bailable y positivo,2.0394,0.5289
Pritam;Sreerama Chandra;Arijit Singh;Jonita Gandhi,Deva Deva (Telugu),20,Bailable y positivo,-0.3526,0.5626
Kaho Hung,主角光環,54,Bailable y positivo,-0.4701,1.1687
Rybičky 48,Emily,42,Bailable y positivo,1.6097,0.3106
Cerwen,Dotters,36,Acústico y calmado,-1.855,1.6215
Wasted Penguinz,Free Fall - Radio Edit,21,Bailable y positivo,1.445,-0.6371
Clint Is Quinn,Shoreditch,55,Acústico y calmado,-2.833,1.3345
Acid Pauli;Satori,Jorge - Satori Remix,40,Intenso y oscuro,-1.3852,-0.3871
Rain Sounds,Ocean,35,Acústico y calmado,-2.2889,-2.1685
2002,Chain of Life,24,Intenso y oscuro,-2.1886,-1.8684
Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations on an Allegretto in B Flat, K.500: 13. Variation XII : Allegro – Tempo I",2,Acústico y calmado,-3.3457,0.8282
Panteon Rococo,Abajo y a la Izquierda,41,Bailable y positivo,1.8024,0.5613
Pritam;KK,Mat Aazma Re,59,Bailable y positivo,0.1495,0.6496
Vybz Kartel,Wine Pon Me,22,Intenso y oscuro,0.5171,-0.8874
Jubiläumscast Wien 2012,Eine Kaiserin muss glänzen,27,Directo y hablado,-0.3953,0.1784
Jakob Hellman,Vackert väder,35,Bailable y positivo,0.7013,0.8973
Vishal Chandrashekhar;Anurag Kulkarni;Sinduri Vishal,"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")",72,Bailable y positivo,-0.4272,0.8353
Shogun;Neo Tokyo,Gasoline (ASOT 1079),52,Intenso y oscuro,0.2104,-1.3
Mogul Music Inc.,1-2 Buckle Your Shoe,45,Bailable y positivo,0.5016,1.0069
Datsik;Protohype,Zero,13,Intenso y oscuro,0.7058,-0.8027
